,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,CLASS
13807,2,4,2,13,3,10,4,12,2,12,1
13808,4,5,4,7,3,10,2,11,3,2,0
13809,4,4,4,13,1,5,1,2,2,11,0
13810,4,11,2,5,2,4,3,5,3,10,1
13811,1,8,4,12,3,9,2,2,1,4,0
13812,4,9,4,6,3,2,2,11,2,1,0
13813,1,12,4,11,4,9,1,11,4,5,1
13814,3,1,2,3,3,6,2,5,3,10,0
13815,3,6,1,2,3,8,3,13,3,3,0
13816,3,1,1,7,3,10,3,5,4,2,0
13817,1,4,1,12,2,11,1,5,4,8,0
13818,3,10,4,2,4,5,3,13,4,8,0
13819,4,7,4,9,3,11,1,12,1,8,0
13820,3,2,1,7,2,8,2,13,1,6,0
13821,1,8,4,4,3,3,3,13,3,5,0
13822,2,7,1,13,3,5,4,2,2,12,0
13823,3,3,1,3,4,13,3,6,3,5,1
13824,1,1,2,5,1,13,3,8,3,11,0
13825,4,6,3,1,2,12,3,10,3,8,0
13826,4,11,1,13,4,9,1,12,2,13,1
13827,3,9,3,8,4,1,4,12,1,9,1
13828,2,2,1,10,4,1,1,1,3,10,2
13829,1,10,1,11,4,13,1,5,4,1,0
13830,4,5,1,2,3,12,2,7,1,3,0
13831,2,13,4,13,4,4,4,1,2,10,1
13832,2,2,1,9,4,1,2,12,4,4,0
13833,2,3,4,4,1,3,4,7,2,11,1
13834,3,3,2,11,1,9,1,11,4,1,1
13835,2,5,3,11,4,12,2,3,3,13,0
13836,4,2,1,6,1,1,3,13,3,6,1
13837,1,10,4,6,2,5,1,12,3,5,1
13838,1,12,3,5,4,1,2,1,4,9,1
13839,1,8,2,10,3,8,3,4,2,7,1
13840,4,3,2,2,3,9,2,3,4,1,1
13841,3,8,2,12,1,12,4,11,3,1,1
13842,4,12,3,7,4,4,1,3,2,5,0
13843,1,10,2,11,3,11,1,8,1,6,1
13844,3,12,2,1,2,13,1,3,3,9,0
13845,3,11,2,10,3,7,1,1,4,9,0
13846,1,2,4,9,4,12,1,6,1,5,0
13847,3,11,2,8,4,9,1,8,1,9,2
13848,1,8,4,10,4,11,3,1,4,7,0
13849,4,5,1,13,2,9,2,6,3,7,0
13850,4,12,4,4,3,11,2,7,2,6,0
13851,3,8,4,5,1,1,4,11,2,3,0
13852,3,9,1,3,3,12,2,9,1,12,2
13853,2,12,1,10,3,11,2,2,3,5,0
13854,1,12,1,11,2,7,1,8,4,1,0
13855,2,2,3,6,1,3,2,5,4,12,0
13856,4,11,2,12,1,4,3,2,2,9,0
13857,3,13,4,10,3,11,3,6,3,1,0
13858,3,11,3,5,2,8,1,12,2,1,0
13859,1,12,4,5,4,4,1,4,2,3,1
13860,3,1,3,3,1,10,4,11,1,6,0
13861,4,10,2,8,4,6,2,3,3,1,0
13862,1,13,4,11,1,11,3,4,4,6,1
13863,1,12,4,8,2,5,1,11,1,5,1
13864,4,1,2,7,3,8,4,9,1,8,1
13865,4,11,2,12,1,11,3,3,2,4,1
13866,2,11,3,4,1,7,4,13,4,4,1
13867,2,12,2,4,4,1,3,12,1,12,3
13868,2,13,2,7,4,10,4,12,3,3,0
13869,4,9,2,7,1,3,1,6,2,12,0
13870,3,4,1,8,2,6,2,10,2,8,1
13871,4,1,3,13,4,13,2,3,3,10,1
13872,2,8,4,10,3,12,3,7,1,3,0
13873,2,7,4,11,2,11,2,4,4,6,1
13874,1,6,2,8,2,9,1,2,2,10,0
13875,1,9,4,1,2,8,2,5,1,6,0
13876,4,8,3,12,2,8,4,2,4,7,1
13877,2,4,1,8,3,8,4,10,2,7,1
13878,4,8,3,10,4,10,2,6,4,7,1
13879,3,9,1,7,2,12,3,6,1,3,0
13880,4,6,2,5,3,9,2,2,1,9,1
13881,1,9,4,4,1,12,1,2,3,7,0
13882,1,5,3,4,1,7,1,4,2,8,1
13883,2,11,2,6,3,3,4,6,1,3,2
13884,2,4,2,10,2,12,3,6,1,3,0
13885,1,9,3,10,4,3,1,6,2,2,0
13886,4,12,4,11,1,2,1,4,1,7,0
13887,1,4,4,12,3,12,3,3,2,6,1
13888,4,13,1,1,3,9,3,4,2,9,1
13889,3,6,1,10,1,6,1,4,2,5,1
13890,1,3,3,7,2,12,4,3,2,10,1
13891,2,6,1,3,3,8,2,11,1,11,1
13892,3,7,1,4,2,9,2,11,2,8,0
13893,3,4,4,4,3,13,4,2,1,1,1
13894,1,7,2,5,3,10,4,1,4,3,0
13895,2,9,2,12,4,2,4,3,1,13,0
13896,4,2,3,5,4,12,4,7,4,3,0
13897,2,3,2,11,3,2,3,11,4,6,1
13898,1,8,1,10,2,1,3,1,2,9,1
13899,1,12,4,9,2,4,4,4,2,12,2
13900,2,12,3,2,1,9,2,7,3,1,0
13901,4,4,3,10,2,1,3,11,2,4,1
13902,1,13,4,11,3,7,2,1,2,12,0
13903,3,2,4,1,1,9,1,10,1,6,0
13904,1,4,3,9,2,12,4,10,2,7,0
13905,2,6,3,3,3,8,4,10,2,10,1
13906,4,7,2,6,4,9,1,3,2,13,0
13907,2,5,2,1,4,12,2,12,2,11,1
13908,3,4,2,1,4,2,3,12,1,9,0
13909,4,5,1,5,1,10,3,3,4,6,1
13910,3,2,3,12,3,13,3,10,4,2,1
13911,4,2,2,11,4,6,3,11,2,12,1
13912,1,12,4,13,2,4,3,7,4,1,0
13913,3,13,1,5,3,2,1,13,4,1,1
13914,3,11,1,13,2,7,4,6,4,1,0
13915,3,10,2,9,3,11,1,1,3,2,0
13916,2,4,1,3,3,5,2,10,3,9,0
13917,2,11,4,12,1,3,3,13,2,7,0
13918,4,7,1,9,4,10,3,7,1,6,1
13919,2,11,3,11,4,9,1,4,4,5,1
13920,1,4,2,10,3,12,1,1,2,7,0
13921,3,10,4,2,2,11,3,11,4,12,1
13922,1,5,2,5,1,12,4,4,3,1,1
13923,4,6,1,6,1,3,3,12,1,8,1
13924,2,9,3,10,1,5,3,3,3,9,1
13925,4,10,1,1,1,6,1,13,2,3,0
13926,3,12,3,8,4,4,1,7,2,11,0
13927,1,7,3,9,3,6,2,12,1,12,1
13928,4,3,3,3,4,2,2,3,1,8,3
13929,2,9,3,10,1,11,4,9,3,2,1
13930,2,4,2,5,3,3,3,12,3,11,0
13931,1,2,2,7,1,11,2,3,4,5,0
13932,4,1,3,10,2,12,4,9,4,7,0
13933,4,1,3,4,4,13,2,2,3,13,1
13934,4,1,3,7,4,8,1,9,2,3,0
13935,2,2,1,5,2,11,3,8,1,10,0
13936,1,10,3,8,3,11,1,6,1,7,0
13937,4,1,1,4,3,6,2,10,2,12,0
13938,4,9,4,8,3,9,2,10,4,12,1
13939,1,4,1,12,4,10,2,5,1,2,0
13940,1,12,3,3,3,6,4,10,3,5,0
13941,2,3,2,10,1,2,4,2,3,13,1
13942,1,1,4,12,3,2,4,10,2,10,1
13943,4,11,1,3,2,7,4,5,3,12,0
13944,3,10,3,9,3,3,3,13,1,12,0
13945,1,2,4,8,1,8,1,1,1,9,1
13946,3,6,3,12,2,3,3,8,1,8,1
13947,4,6,4,8,1,10,3,5,2,9,0
13948,4,9,2,11,3,8,2,4,4,8,1
13949,4,1,4,6,2,2,1,8,2,9,0
13950,3,13,2,11,2,3,2,12,3,2,0
13951,3,6,3,4,1,11,1,12,3,7,0
13952,4,13,3,2,1,2,3,3,2,2,3
13953,1,3,4,3,3,10,1,10,4,8,2
13954,1,1,2,6,1,9,1,3,3,6,1
13955,3,6,3,10,1,11,4,4,3,9,0
13956,1,6,4,11,3,9,2,4,4,7,0
13957,1,12,3,13,4,12,4,1,1,2,1
13958,4,10,3,2,1,11,1,9,4,4,0
13959,1,2,4,5,1,1,4,12,2,2,1
13960,2,1,1,12,2,8,3,11,4,12,1
13961,1,8,4,7,3,4,3,9,1,10,0
13962,4,7,3,6,3,3,2,8,3,10,0
13963,2,7,2,12,1,11,4,4,1,13,0
13964,4,2,4,6,2,4,3,2,1,9,1
13965,4,4,4,9,3,12,2,12,1,5,1
13966,2,4,4,9,2,6,4,2,1,8,0
13967,2,9,4,4,4,2,4,8,3,3,0
13968,1,1,2,6,2,3,3,12,1,3,1
13969,2,12,4,13,1,13,2,10,2,8,1
13970,1,1,4,6,2,12,2,4,4,1,1
13971,3,12,4,1,1,3,4,5,2,3,1
13972,4,3,1,5,3,6,2,13,1,6,1
13973,4,13,2,11,2,13,4,12,1,11,2
13974,1,3,3,3,2,6,1,9,4,10,1
13975,3,4,4,10,1,6,4,12,1,5,0
13976,3,8,3,4,2,1,2,4,3,9,1
13977,2,3,4,1,3,12,2,2,1,11,0
13978,4,1,2,3,1,5,1,6,4,5,1
13979,2,10,3,1,4,12,4,13,4,8,0
13980,4,1,4,13,4,11,4,4,3,7,0
13981,4,7,2,5,4,3,3,6,3,1,0
13982,1,7,3,4,2,4,2,3,1,8,1
13983,1,9,4,11,1,1,4,13,3,13,1
13984,2,11,2,9,3,7,2,7,3,11,2
13985,3,1,1,3,3,11,1,1,3,12,1
13986,1,11,4,1,1,13,4,10,2,10,1
13987,2,11,2,9,3,1,3,12,1,6,0
13988,2,4,2,2,1,9,4,7,1,4,1
13989,4,8,4,6,4,10,1,2,4,7,0
13990,2,5,3,1,2,8,3,7,4,8,1
13991,2,2,3,12,4,13,3,3,3,10,0
13992,2,12,4,8,1,7,1,2,2,13,0
13993,1,8,2,6,4,5,2,7,4,4,4
13994,4,6,1,9,1,11,1,8,4,10,0
13995,4,1,4,11,2,13,2,5,1,9,0
13996,2,7,3,12,4,3,1,11,3,5,0
13997,2,10,4,1,3,8,2,5,2,12,0
13998,4,1,2,11,1,6,1,4,3,1,1
13999,4,7,2,10,1,2,4,3,1,1,0
14000,3,13,2,11,2,5,3,12,2,2,0
14001,2,1,2,8,3,1,2,11,1,1,3
14002,1,7,3,5,2,7,3,2,2,13,1
14003,3,10,4,13,2,7,1,4,2,1,0
14004,3,6,1,10,1,12,3,3,3,5,0
14005,3,1,3,10,2,7,4,12,1,12,1
14006,1,2,3,1,1,10,4,1,2,4,1
14007,3,3,3,5,4,10,3,11,4,6,0
14008,2,6,1,6,2,10,3,13,2,4,1
14009,3,5,4,2,1,9,4,9,3,11,1
14010,2,4,4,9,2,5,3,9,3,8,1
14011,4,12,4,10,2,2,3,9,4,1,0
14012,4,6,3,13,2,9,2,7,3,11,0
14013,4,4,3,2,2,8,4,9,4,3,0
14014,1,11,1,10,4,13,2,1,1,1,1
14015,2,4,2,13,3,3,1,6,3,6,1
14016,1,7,2,12,3,8,2,8,2,9,1
14017,3,9,4,13,2,5,3,11,2,1,0
14018,1,12,1,10,4,1,4,3,3,2,0
14019,2,3,4,4,3,6,3,3,1,8,1
14020,1,4,4,7,2,4,2,7,4,13,2
14021,3,10,2,13,1,3,4,12,1,11,0
14022,1,7,1,12,4,1,2,11,4,5,0
14023,3,3,3,1,1,13,1,12,4,6,0
14024,3,9,1,7,3,7,4,8,2,1,1
14025,4,6,1,4,2,6,2,3,4,5,1
14026,2,12,3,8,4,1,2,2,3,10,0
14027,3,13,2,10,2,9,1,2,3,10,1
14028,4,2,4,3,3,4,4,13,2,4,1
14029,1,13,2,6,2,1,2,5,4,4,0
14030,3,5,1,3,1,9,1,12,4,9,1
14031,1,5,4,5,3,13,4,8,1,10,1
14032,2,9,1,1,1,6,3,13,3,2,0
14033,3,4,1,3,2,3,4,5,2,5,2
14034,2,8,4,12,4,8,3,10,2,10,2
14035,2,7,4,6,1,13,2,4,2,10,0
14036,2,6,4,11,2,9,1,10,4,5,0
14037,3,13,3,10,1,5,4,8,3,2,0
14038,1,1,1,2,4,6,2,6,4,4,1
14039,2,6,4,6,2,13,2,8,2,9,1
14040,1,2,4,10,1,8,3,12,1,9,0
14041,3,10,4,3,2,2,3,7,3,5,0
14042,3,2,4,11,1,3,3,5,1,12,0
14043,4,13,4,3,3,9,2,3,1,12,1
14044,3,10,3,7,3,5,3,3,3,9,5
14045,4,9,4,1,2,12,1,9,1,4,1
14046,4,2,1,7,2,5,3,8,2,4,0
14047,4,2,2,1,3,11,4,9,1,12,0
14048,3,1,2,2,2,7,4,6,4,1,1
14049,4,8,3,9,3,10,3,2,4,6,0
14050,3,13,4,6,2,11,3,6,1,1,1
14051,1,7,2,4,3,4,3,13,1,5,1
14052,4,3,3,9,2,9,4,11,2,10,1
14053,3,5,4,4,4,12,4,9,1,4,1
14054,1,9,2,2,3,7,4,13,4,11,0
14055,1,5,4,2,2,8,3,6,1,4,0
14056,4,13,3,13,3,4,2,3,2,5,1
14057,2,10,3,11,2,11,3,9,4,8,1
14058,1,5,1,10,4,9,4,10,4,2,1
14059,4,9,2,11,3,10,1,2,1,13,0
14060,3,10,2,5,1,7,4,9,3,1,0
14061,1,12,1,2,3,12,1,13,4,4,1
14062,4,12,2,11,2,9,3,11,1,7,1
14063,1,3,2,4,2,3,2,6,4,7,1
14064,1,3,2,3,4,8,4,2,3,7,1
14065,3,12,2,8,3,5,4,10,3,10,1
14066,1,5,2,13,1,2,2,6,3,5,1
14067,1,13,1,12,2,2,4,12,4,2,2
14068,1,10,1,11,4,9,3,10,3,4,1
14069,4,4,2,4,2,13,2,1,3,9,1
14070,3,10,1,12,1,8,4,10,4,8,2
14071,1,1,1,2,1,13,4,11,1,9,0
14072,3,12,1,5,3,13,3,9,2,3,0
14073,1,11,2,3,4,9,1,8,1,10,0
14074,4,5,2,6,3,7,4,6,3,12,1
14075,1,7,3,3,4,13,3,12,1,5,0
14076,1,6,2,4,3,13,4,10,1,2,0
14077,4,2,2,12,4,10,4,12,4,6,1
14078,2,5,1,8,1,11,1,7,2,11,1
14079,4,3,4,2,2,4,2,6,1,4,1
14080,1,4,4,5,2,5,3,6,2,12,1
14081,2,8,4,7,3,10,4,6,4,5,0
14082,3,7,2,8,3,2,2,1,3,5,0
14083,4,7,1,11,3,4,3,10,3,12,0
14084,2,4,2,12,3,5,4,4,1,3,1
14085,4,8,1,9,4,6,3,10,2,9,1
14086,4,12,2,6,1,10,4,4,4,3,0
14087,3,8,2,11,3,12,4,11,4,4,1
14088,2,13,4,9,4,7,4,11,1,8,0
14089,4,9,2,13,3,2,3,7,4,4,0
14090,1,10,3,1,4,4,4,12,4,5,0
14091,4,5,2,10,1,11,4,1,4,10,1
14092,1,7,2,11,3,1,1,2,1,9,0
14093,3,6,2,5,3,11,2,3,4,11,1
14094,3,11,2,12,4,1,2,5,1,6,0
14095,2,1,3,4,4,4,4,9,4,5,1
14096,3,3,4,5,2,4,3,1,1,6,0
14097,3,13,2,13,2,10,4,10,3,11,2
14098,3,5,1,5,1,4,3,8,2,8,2
14099,4,4,4,9,2,4,3,4,4,10,3
14100,3,8,3,3,1,3,1,10,2,8,2
14101,1,11,2,13,4,12,1,9,4,6,0
14102,2,7,2,5,3,13,3,11,1,7,1
14103,4,13,4,1,2,3,1,1,2,10,1
14104,2,10,4,3,3,9,2,11,2,7,0
14105,3,1,2,4,4,12,4,11,4,10,0
14106,4,5,3,6,4,10,2,1,1,4,0
14107,4,11,3,2,1,13,4,7,3,10,0
14108,2,8,1,12,3,10,1,3,2,4,0
14109,2,1,2,3,1,9,1,13,3,7,0
14110,1,3,1,5,2,6,3,9,3,13,0
14111,1,9,4,13,4,8,1,7,2,5,0
14112,1,7,2,4,1,6,1,3,3,7,1
14113,1,5,1,1,2,7,4,3,1,4,0
14114,4,6,1,7,2,11,2,7,3,10,1
14115,3,4,4,3,1,9,1,3,2,7,1
14116,4,7,3,11,2,8,1,10,2,6,0
14117,1,11,1,6,2,9,3,2,4,10,0
14118,4,1,1,12,3,7,4,6,1,3,0
14119,3,2,4,12,2,2,1,11,2,13,1
14120,1,6,1,1,3,5,4,9,3,1,1
14121,1,3,2,10,4,13,1,8,4,6,0
14122,2,11,4,8,4,13,1,5,1,3,0
14123,1,10,3,12,2,1,4,4,2,7,0
14124,3,5,4,10,2,5,2,13,1,5,3
14125,4,10,4,13,2,6,2,2,2,12,0
14126,2,1,4,12,4,4,1,11,4,7,0
14127,4,3,3,10,1,12,1,6,4,10,1
14128,3,10,3,2,1,5,1,6,3,13,0
14129,2,12,1,6,4,8,4,12,2,2,1
14130,3,2,2,2,4,3,3,4,1,10,1
14131,3,4,3,6,3,8,4,6,4,13,1
14132,3,9,2,11,4,5,4,12,3,13,0
14133,3,5,2,2,3,2,4,11,1,12,1
14134,1,8,3,4,1,12,1,10,2,3,0
14135,2,8,1,10,4,4,4,5,4,1,0
14136,1,5,3,7,3,5,2,11,3,1,1
14137,4,2,3,11,2,7,3,5,4,5,1
14138,2,1,3,13,1,8,2,9,4,3,0
14139,1,8,1,5,4,6,4,10,4,8,1
14140,1,10,3,8,4,13,3,4,4,5,0
14141,3,3,4,9,1,9,2,6,2,8,1
14142,3,10,4,2,2,10,2,5,4,11,1
14143,1,10,1,7,4,3,3,2,2,8,0
14144,4,11,1,11,2,13,1,6,3,10,1
14145,3,11,1,6,4,2,2,8,2,12,0
14146,3,7,4,1,1,10,2,3,2,7,1
14147,1,13,1,9,1,12,3,9,4,9,3
14148,1,8,4,1,1,13,2,8,4,8,3
14149,2,6,2,2,4,3,4,8,1,4,0
14150,2,5,3,4,4,10,1,9,2,12,0
14151,3,2,1,6,1,3,1,1,3,5,0
14152,3,10,3,12,4,5,4,8,3,6,0
14153,2,7,1,4,2,2,1,9,3,2,1
14154,3,11,1,4,2,5,4,2,1,13,0
14155,3,5,3,2,2,2,4,6,3,8,1
14156,4,10,2,10,1,6,2,11,1,12,1
14157,4,12,4,2,2,12,1,10,2,10,2
14158,4,2,4,3,2,4,3,5,3,10,0
14159,1,12,1,13,2,2,1,6,4,11,0
14160,1,10,3,1,1,1,1,11,3,11,2
14161,3,2,3,6,4,13,1,4,3,3,0
14162,3,7,1,6,2,5,4,11,4,7,1
14163,1,5,4,7,3,6,3,9,3,2,0
14164,3,6,1,6,4,9,2,3,1,10,1
14165,4,13,4,11,3,6,2,7,3,8,0
14166,3,6,1,8,1,2,1,9,1,10,0
14167,4,2,3,13,2,10,2,4,3,7,0
14168,2,12,2,7,1,11,3,9,1,3,0
14169,4,10,4,6,1,5,2,9,4,5,1
14170,1,2,2,2,4,9,3,6,1,3,1
14171,2,9,2,8,2,13,1,6,1,5,0
14172,3,5,3,3,4,8,1,9,4,9,1
14173,1,5,2,4,2,11,1,6,1,11,1
14174,3,12,1,7,1,9,4,3,4,8,0
14175,3,12,4,12,1,2,2,12,3,3,3
14176,3,11,2,2,2,9,1,11,3,6,1
14177,4,1,4,10,1,1,3,8,2,8,2
14178,1,12,3,5,1,6,2,1,2,9,0
14179,4,10,2,8,4,1,2,7,3,12,0
14180,1,8,3,11,1,4,3,7,4,11,1
14181,3,1,3,3,4,3,4,7,1,6,1
14182,1,12,1,8,1,4,2,2,1,2,1
14183,1,1,1,3,3,9,3,4,3,1,1
14184,4,13,1,1,1,2,1,6,2,2,1
14185,1,12,3,12,4,5,2,13,2,10,1
14186,4,10,2,7,1,12,1,13,4,11,0
14187,4,3,1,4,1,8,4,1,2,9,0
14188,2,11,2,8,4,2,1,2,1,12,1
14189,4,6,3,12,2,4,2,13,3,9,0
14190,1,2,4,5,4,1,1,10,4,9,0
14191,3,7,1,5,2,7,3,9,4,5,2
14192,3,8,1,8,1,7,4,13,3,4,1
14193,2,5,1,1,4,6,1,10,4,13,0
14194,4,2,1,6,2,2,2,7,1,1,1
14195,4,10,1,13,1,2,1,5,4,4,0
14196,1,12,2,13,3,6,2,12,4,9,1
14197,3,10,4,12,2,3,3,11,3,13,0
14198,1,6,2,8,3,8,3,10,4,6,2
14199,2,1,2,7,4,3,1,6,3,2,0
14200,2,3,1,11,3,2,2,12,4,7,0
14201,3,11,4,9,1,5,3,9,2,10,1
14202,1,11,2,1,2,3,1,2,3,11,1
14203,2,9,3,5,1,1,4,10,1,11,0
14204,1,4,4,2,1,11,3,2,3,10,1
14205,3,4,3,2,4,11,3,8,3,10,0
14206,1,13,1,3,4,9,3,9,2,12,1
14207,1,7,3,7,3,1,3,9,2,2,1
14208,2,11,3,7,4,12,2,4,3,10,0
14209,3,3,4,5,1,11,2,13,2,11,1
14210,1,7,2,12,4,13,1,6,1,5,0
14211,4,2,2,10,1,12,2,9,4,4,0
14212,2,6,2,8,3,4,2,1,4,5,0
14213,1,4,4,6,3,10,4,7,1,5,0
14214,3,2,4,3,4,8,3,12,4,5,0
14215,4,6,2,6,3,2,4,3,4,8,1
14216,3,10,1,7,3,6,1,12,2,3,0
14217,3,12,2,1,1,11,4,10,4,3,0
14218,2,2,3,8,2,7,3,2,2,5,1
14219,3,1,2,5,4,7,3,3,4,8,0
14220,4,3,4,12,1,2,2,13,3,11,0
14221,4,9,1,1,3,7,1,7,4,1,2
14222,2,12,1,4,3,8,4,5,1,5,1
14223,3,10,3,5,4,5,1,10,2,10,6
14224,3,5,1,10,3,7,2,1,2,12,0
14225,1,4,1,6,3,7,1,8,2,6,1
14226,1,3,2,8,3,5,1,6,4,3,1
14227,3,13,1,7,4,8,1,13,2,13,3
14228,3,10,2,4,4,7,4,6,1,9,0
14229,1,12,4,6,1,5,3,2,4,11,0
14230,3,7,3,5,2,2,1,5,3,2,2
14231,3,1,2,5,1,10,2,9,4,12,0
14232,1,11,2,12,3,3,4,10,1,10,1
14233,3,6,3,3,2,8,3,7,2,2,0
14234,4,13,2,3,3,10,3,3,1,11,1
14235,4,11,3,7,3,12,4,9,3,6,0
14236,3,1,4,7,2,8,2,4,1,13,0
14237,1,2,4,6,2,4,3,4,2,8,1
14238,1,3,3,1,1,8,1,5,4,5,1
14239,2,3,3,7,4,9,2,2,4,12,0
14240,1,9,3,2,2,8,1,1,3,11,0
14241,1,7,4,5,3,1,3,9,3,2,0
14242,4,13,3,11,4,12,3,9,3,2,0
14243,4,7,1,9,2,2,4,13,3,3,0
14244,3,7,2,11,4,12,3,10,3,13,0
14245,3,13,2,8,2,3,3,9,4,2,0
14246,1,5,2,6,1,8,3,12,1,13,0
14247,2,13,1,6,4,9,2,2,1,13,1
14248,2,7,3,7,2,3,3,4,1,13,1
14249,4,1,2,2,4,10,1,4,4,4,1
14250,1,3,1,13,4,10,2,11,2,2,0
14251,2,13,2,5,4,7,2,8,4,1,0
14252,1,7,1,8,1,13,1,3,2,5,0
14253,4,3,4,8,3,12,2,2,1,5,0
14254,1,9,2,10,1,13,4,1,4,8,0
14255,3,3,2,13,3,12,4,6,3,13,1
14256,2,11,3,4,4,3,1,13,4,2,0
14257,3,9,1,8,2,10,3,7,3,4,0
14258,3,7,3,3,3,6,2,3,1,3,3
14259,1,7,4,4,3,1,2,12,4,1,1
14260,3,3,1,10,2,6,4,5,1,8,0
14261,2,11,2,4,1,3,4,4,2,13,1
14262,4,3,1,7,1,12,1,4,3,7,1
14263,3,11,2,8,4,1,1,3,3,3,1
14264,3,12,4,4,3,1,3,3,3,10,0
14265,4,7,1,10,1,5,2,4,2,8,0
14266,4,1,3,4,4,13,4,9,4,2,0
14267,4,1,2,12,1,5,4,9,2,11,0
14268,1,13,1,12,3,13,2,9,3,6,1
14269,4,1,3,6,3,4,4,8,3,3,0
14270,3,2,2,11,1,6,2,3,1,12,0
14271,3,11,4,7,3,8,2,4,1,4,1
14272,3,11,3,6,1,5,1,13,3,12,0
14273,2,7,3,9,1,5,4,8,3,12,0
14274,3,4,2,2,3,11,2,12,2,13,0
14275,2,9,2,4,4,4,3,1,4,13,1
14276,2,1,2,8,2,2,1,12,4,1,1
14277,3,1,2,11,4,12,3,2,4,2,1
14278,2,7,3,8,2,11,2,5,3,4,0
14279,4,5,3,9,4,3,1,10,1,9,1
14280,2,13,2,1,4,9,4,10,1,1,1
14281,1,1,4,13,3,2,2,12,1,9,0
14282,3,8,1,1,2,12,3,4,1,10,0
14283,3,2,4,9,3,12,3,8,2,3,0
14284,4,7,3,7,2,4,4,13,2,3,1
14285,2,10,4,6,3,1,4,1,4,7,1
14286,4,8,4,9,4,4,2,6,1,9,1
14287,4,10,4,8,4,3,2,6,3,9,0
14288,3,4,3,2,1,6,4,4,2,5,1
14289,4,7,1,13,3,1,2,7,1,2,1
14290,4,8,4,2,1,8,4,11,2,7,1
14291,4,2,3,2,2,11,2,4,2,8,1
14292,4,3,2,8,2,4,4,1,4,8,1
14293,3,1,2,1,4,4,1,2,2,3,1
14294,4,8,2,6,3,1,2,13,3,5,0
14295,3,2,3,7,2,6,3,10,4,9,0
14296,2,1,1,13,4,9,2,10,2,12,0
14297,3,8,4,9,1,12,3,12,4,6,1
14298,1,3,3,11,2,10,3,6,2,1,0
14299,3,10,4,10,4,7,3,12,1,8,1
14300,4,10,4,12,4,11,2,10,3,5,1
14301,2,4,2,8,2,9,4,12,2,3,0
14302,4,2,4,10,1,5,4,12,1,6,0
14303,2,3,4,2,4,13,2,7,1,4,0
14304,4,7,4,3,3,7,3,5,2,1,1
14305,4,8,3,6,1,10,3,13,2,13,1
14306,4,5,3,3,1,4,4,2,1,11,0
14307,3,3,3,6,1,5,3,2,3,8,0
14308,4,9,2,5,1,5,2,6,4,5,3
14309,3,7,2,12,3,3,1,1,3,1,1
14310,2,12,3,6,2,8,2,2,3,1,0
14311,2,9,4,7,1,1,2,13,2,2,0
14312,2,11,1,10,2,8,3,8,4,4,1
14313,4,9,2,3,3,8,3,5,3,9,1
14314,3,12,2,11,4,10,2,1,1,11,1
14315,2,12,4,6,2,8,4,2,2,3,0
14316,4,12,1,2,4,13,3,5,1,11,0
14317,1,3,3,3,2,5,3,7,4,12,1
14318,1,3,3,4,3,9,2,13,4,12,0
14319,1,3,2,8,4,3,1,10,2,5,1
14320,1,9,3,10,2,1,1,13,2,9,1
14321,2,1,1,1,1,7,4,9,2,3,1
14322,2,6,4,2,2,9,3,8,4,10,0
14323,2,9,2,11,3,8,2,12,3,13,0
14324,4,3,1,3,3,12,1,7,2,3,3
14325,4,2,3,12,2,13,1,1,1,9,0
14326,4,7,3,10,1,11,3,3,1,4,0
14327,2,1,3,4,4,1,2,9,3,8,1
14328,1,9,4,11,1,12,1,6,4,8,0
14329,3,11,2,7,4,9,4,4,2,4,1
14330,3,2,4,8,3,10,4,4,1,3,0
14331,3,3,3,13,1,9,3,1,4,1,1
14332,3,12,1,1,3,6,2,7,1,6,1
14333,3,3,4,6,4,8,3,6,2,9,1
14334,3,2,4,11,1,9,4,12,1,2,1
14335,3,5,1,2,4,7,3,9,2,13,0
14336,2,6,2,1,4,1,1,13,2,9,1
14337,1,7,3,13,1,2,4,2,3,5,1
14338,4,6,2,12,3,2,3,10,3,12,1
14339,3,3,3,5,3,6,4,6,2,11,1
14340,3,9,2,5,3,10,2,12,4,11,0
14341,3,9,1,6,2,13,1,11,1,7,0
14342,1,10,1,6,3,2,2,5,3,13,0
14343,1,10,4,12,1,6,3,6,2,1,1
14344,3,3,4,1,4,8,2,13,2,3,1
14345,3,12,3,13,4,8,4,3,2,11,0
14346,1,2,3,2,3,11,3,12,1,12,2
14347,1,8,4,6,1,5,2,12,1,4,0
14348,3,13,3,6,3,2,1,10,1,8,0
14349,1,7,3,11,1,6,2,6,1,11,2
14350,3,11,2,9,3,12,1,6,2,8,0
14351,3,11,4,8,4,13,2,4,3,7,0
14352,2,7,4,1,4,12,2,9,3,4,0
14353,1,5,4,4,2,11,3,11,1,8,1
14354,3,11,3,12,4,11,4,7,2,13,1
14355,4,1,3,3,1,7,3,7,2,13,1
14356,2,7,1,2,1,9,2,5,2,1,0
14357,4,11,4,7,4,3,4,10,3,5,0
14358,2,6,3,5,1,12,4,2,4,11,0
14359,3,8,1,7,2,6,1,10,2,11,0
14360,3,10,2,11,1,8,4,2,4,11,1
14361,3,11,1,1,2,4,2,9,3,5,0
14362,1,4,4,8,4,4,3,7,2,4,3
14363,1,11,3,1,2,4,2,13,4,5,0
14364,1,6,1,5,4,2,4,11,3,12,0
