age,job,marital,education,default,balance,housing-loan,personal-loan,current-campaign,previous-campaign,subscribed
31,technician,divorced,secondary,no,202,yes,no,1,0,no
34,management,single,tertiary,no,0,no,no,2,0,no
44,technician,married,tertiary,no,1707,no,no,3,0,no
35,technician,married,secondary,no,13658,yes,no,2,0,no
39,admin.,married,secondary,no,406,no,no,5,0,no
55,services,married,secondary,no,96,no,no,2,0,no
34,housemaid,married,secondary,no,0,yes,no,1,0,yes
39,technician,married,tertiary,no,-276,no,yes,4,0,no
58,retired,married,secondary,no,413,no,no,5,0,no
37,blue-collar,married,primary,no,655,yes,no,2,4,no
56,retired,divorced,primary,no,694,no,no,1,1,yes
32,admin.,single,secondary,no,10218,yes,no,2,0,no
41,technician,single,tertiary,no,1646,yes,no,1,6,yes
29,admin.,single,tertiary,no,14,no,no,1,1,no
44,management,married,tertiary,no,7635,no,no,5,0,no
24,blue-collar,married,secondary,no,9,yes,no,7,0,no
43,management,single,secondary,no,1029,yes,no,1,0,no
26,admin.,married,tertiary,no,2855,no,no,3,0,no
39,admin.,married,secondary,no,260,yes,no,1,1,no
49,blue-collar,married,secondary,no,2039,yes,no,1,2,yes
52,blue-collar,divorced,primary,no,-97,yes,yes,4,0,no
33,blue-collar,married,tertiary,no,1465,no,no,4,0,no
30,blue-collar,married,secondary,no,125,yes,no,2,0,no
32,technician,single,tertiary,no,930,no,no,7,0,no
27,management,single,tertiary,no,0,yes,no,4,0,no
58,blue-collar,married,primary,no,73,no,no,1,0,no
46,retired,married,primary,no,-35,yes,no,3,0,no
28,management,single,tertiary,no,1351,no,no,1,0,no
39,services,married,primary,no,1601,yes,no,2,0,no
41,services,married,unknown,no,88,yes,no,1,2,no
38,services,married,secondary,no,435,yes,no,2,0,no
50,unemployed,divorced,secondary,no,717,yes,no,1,0,no
56,services,married,secondary,no,705,yes,no,2,0,no
34,technician,married,secondary,no,1553,no,no,2,0,no
33,blue-collar,divorced,secondary,no,-131,yes,no,1,0,no
61,technician,married,secondary,no,1191,no,no,4,0,yes
36,admin.,single,secondary,no,47,no,yes,6,0,no
34,technician,married,tertiary,no,544,yes,yes,2,0,no
36,blue-collar,married,secondary,no,688,yes,no,2,0,no
45,management,married,tertiary,no,242,no,no,1,0,yes
27,student,single,tertiary,no,118,no,no,1,0,no
45,admin.,married,secondary,no,-388,yes,no,2,0,no
40,self-employed,married,tertiary,no,1603,no,no,1,0,no
36,management,single,secondary,no,1511,yes,no,1,0,yes
46,blue-collar,married,primary,no,147,yes,no,2,3,no
37,entrepreneur,married,tertiary,no,836,yes,no,2,0,no
36,technician,married,secondary,no,55,yes,no,2,4,no
37,admin.,married,secondary,no,1123,no,yes,1,0,no
22,student,single,tertiary,no,691,no,no,1,0,yes
51,services,married,secondary,no,0,no,yes,3,0,no
49,technician,married,secondary,no,12531,no,no,8,0,no
35,management,married,tertiary,no,552,yes,yes,2,1,no
50,housemaid,married,primary,no,0,no,no,2,0,no
31,services,married,tertiary,no,309,yes,yes,1,0,no
47,services,single,secondary,no,33,yes,no,1,0,no
59,blue-collar,married,secondary,no,681,yes,no,2,0,no
32,blue-collar,married,secondary,no,1787,yes,no,4,4,no
71,retired,married,tertiary,no,14220,yes,no,1,0,yes
31,management,single,tertiary,no,12569,no,no,1,1,yes
41,blue-collar,married,primary,no,4,no,no,5,0,no
35,blue-collar,married,primary,no,3587,yes,no,4,0,no
36,management,married,tertiary,no,254,no,no,3,0,no
46,blue-collar,divorced,primary,no,1712,no,no,1,0,no
46,blue-collar,married,secondary,no,4855,yes,no,1,1,no
47,technician,married,tertiary,no,2408,no,no,1,1,no
35,management,single,tertiary,no,252,yes,no,2,0,no
37,blue-collar,married,secondary,no,346,yes,no,1,1,no
56,admin.,married,secondary,no,45,no,no,1,0,yes
46,admin.,married,secondary,no,556,yes,yes,3,0,yes
44,management,divorced,tertiary,no,-710,yes,no,1,0,no
48,technician,single,tertiary,no,-551,yes,no,2,0,no
28,blue-collar,single,secondary,no,56,yes,no,1,0,no
38,entrepreneur,married,tertiary,no,1514,no,yes,3,3,no
34,management,single,tertiary,no,178,yes,no,2,0,no
56,technician,married,secondary,no,359,yes,no,4,0,no
55,retired,divorced,secondary,no,1580,no,yes,1,0,yes
44,blue-collar,divorced,secondary,no,221,no,no,13,0,no
38,technician,married,tertiary,no,1161,yes,no,1,0,no
53,retired,married,secondary,no,1278,yes,no,3,0,no
41,admin.,single,tertiary,no,982,no,no,1,0,no
34,technician,single,secondary,no,16,no,no,1,0,yes
34,management,single,tertiary,no,1,no,no,1,0,no
35,services,married,secondary,no,128,yes,no,1,0,no
38,entrepreneur,single,secondary,no,2543,no,no,1,4,yes
42,entrepreneur,married,tertiary,no,42045,no,no,2,0,no
56,blue-collar,married,primary,no,828,yes,no,1,1,no
37,management,divorced,tertiary,no,0,yes,no,6,0,no
47,housemaid,married,secondary,no,3940,yes,no,2,5,no
29,blue-collar,married,secondary,no,125,yes,no,1,0,no
41,management,married,tertiary,no,140,yes,no,3,0,no
43,technician,single,secondary,no,593,yes,no,1,0,no
38,self-employed,married,secondary,no,746,no,no,3,0,no
31,technician,married,secondary,no,589,yes,yes,1,0,no
32,management,single,tertiary,no,2343,no,no,1,0,no
40,management,married,tertiary,no,294,yes,no,5,0,no
45,admin.,married,secondary,no,644,no,yes,1,0,no
43,management,married,secondary,no,-26,yes,no,1,0,no
27,services,single,secondary,no,3354,yes,no,5,0,no
33,management,single,tertiary,no,23,no,no,3,0,no
37,admin.,married,secondary,no,7,yes,no,7,1,no
60,admin.,married,secondary,no,3735,no,no,1,9,yes
51,self-employed,married,unknown,no,2094,no,no,6,0,yes
44,blue-collar,married,secondary,no,508,yes,no,1,1,no
48,management,married,unknown,no,0,yes,no,1,1,no
57,blue-collar,married,primary,no,93,yes,no,1,0,no
29,technician,single,tertiary,no,0,yes,no,2,0,no
50,services,married,secondary,no,26394,no,no,4,0,no
36,services,married,secondary,no,-11,yes,no,28,0,no
49,technician,married,tertiary,no,523,yes,no,2,0,yes
49,technician,married,secondary,yes,-74,yes,no,1,0,no
35,management,married,tertiary,no,0,no,no,1,0,no
39,technician,single,secondary,no,122,yes,no,1,0,no
34,blue-collar,married,primary,no,351,no,yes,11,0,no
57,self-employed,married,secondary,no,35,no,yes,3,0,no
37,technician,divorced,secondary,no,2610,yes,no,1,0,no
25,services,single,secondary,no,64,no,no,11,0,no
43,blue-collar,married,primary,no,60,no,no,2,2,no
37,blue-collar,married,secondary,no,342,yes,no,2,1,no
36,blue-collar,single,tertiary,no,1830,no,no,1,11,no
49,management,divorced,tertiary,no,1904,no,yes,2,0,no
38,management,single,tertiary,no,16957,yes,no,1,2,no
39,management,divorced,tertiary,no,26,no,no,5,0,no
40,management,married,tertiary,no,0,no,no,1,8,yes
34,admin.,married,secondary,no,79,yes,no,1,0,no
39,blue-collar,married,primary,no,2303,yes,no,3,0,yes
53,blue-collar,married,secondary,no,65,no,no,18,0,no
44,management,married,tertiary,no,332,yes,no,5,0,no
32,technician,divorced,secondary,no,-399,yes,no,1,0,no
50,technician,divorced,secondary,no,-54,yes,yes,2,1,yes
29,services,married,primary,no,-102,no,no,1,0,no
55,unemployed,married,tertiary,no,4809,yes,no,2,3,no
73,retired,married,primary,no,279,no,no,3,0,yes
52,technician,married,secondary,no,11,yes,no,1,0,no
49,services,married,secondary,no,2201,yes,no,3,0,no
63,retired,married,primary,no,8044,no,no,1,0,no
34,admin.,married,secondary,no,2374,yes,no,1,2,yes
32,admin.,single,secondary,no,92,yes,no,1,2,no
49,housemaid,married,tertiary,no,443,no,no,6,0,no
40,blue-collar,married,primary,no,1397,yes,no,2,1,no
53,entrepreneur,married,unknown,no,7,no,no,1,0,no
53,technician,married,tertiary,no,3177,no,no,2,0,no
43,blue-collar,married,primary,no,232,no,yes,1,0,no
35,management,single,secondary,no,81,yes,no,1,0,no
35,services,single,secondary,no,414,yes,no,5,2,no
25,student,single,tertiary,no,1433,yes,no,1,0,no
31,technician,single,unknown,no,187,no,no,1,0,no
48,management,married,tertiary,no,0,no,no,16,0,no
40,housemaid,married,secondary,no,4610,no,no,2,0,no
46,blue-collar,married,primary,no,1429,yes,no,1,0,no
30,services,single,secondary,no,334,no,no,2,0,no
47,services,married,secondary,no,2,no,yes,15,0,no
23,services,single,secondary,no,500,yes,no,3,0,no
29,technician,married,tertiary,no,43,yes,no,2,0,no
38,technician,married,secondary,no,4030,yes,no,2,5,no
56,housemaid,married,primary,no,306,no,yes,1,0,no
52,admin.,married,secondary,no,0,no,no,2,1,no
55,retired,married,secondary,no,168,no,no,2,0,no
43,entrepreneur,married,tertiary,no,210,no,no,2,0,no
34,blue-collar,married,secondary,no,518,yes,no,1,0,no
43,management,single,tertiary,no,1696,yes,no,1,3,yes
55,services,married,secondary,no,-31,no,yes,2,0,no
34,blue-collar,married,secondary,no,856,yes,no,1,5,no
34,management,single,tertiary,no,318,yes,no,2,0,no
43,self-employed,married,tertiary,no,64,no,no,2,0,no
39,blue-collar,married,primary,no,800,yes,no,6,0,no
39,technician,single,unknown,no,75,no,no,1,0,no
34,technician,single,secondary,no,347,yes,no,2,6,no
55,management,married,tertiary,no,2366,yes,yes,4,0,no
67,retired,married,tertiary,no,701,no,no,2,0,yes
34,entrepreneur,married,tertiary,no,475,yes,yes,1,0,no
47,blue-collar,married,secondary,no,3285,no,no,5,0,no
33,blue-collar,married,primary,no,925,no,no,3,0,no
45,entrepreneur,married,secondary,no,128,no,yes,2,0,no
36,blue-collar,married,secondary,no,1587,yes,no,2,0,no
59,technician,divorced,secondary,no,879,yes,no,1,0,no
33,services,married,secondary,no,478,no,no,2,0,yes
52,technician,divorced,secondary,no,280,no,no,5,0,no
53,blue-collar,married,primary,no,1868,no,no,4,0,no
41,unemployed,married,primary,no,819,no,no,3,0,no
45,blue-collar,married,secondary,no,4646,yes,no,1,0,no
60,self-employed,single,secondary,no,27,no,no,2,0,no
32,blue-collar,married,secondary,no,736,yes,no,3,0,no
28,management,single,tertiary,no,224,yes,no,3,0,no
31,technician,single,secondary,no,2544,no,no,1,3,yes
53,blue-collar,married,secondary,no,427,no,yes,4,0,no
58,management,married,tertiary,no,2764,no,no,1,0,no
38,blue-collar,married,secondary,no,376,yes,no,1,0,no
46,management,married,tertiary,no,523,yes,no,4,2,no
53,entrepreneur,married,tertiary,no,71,no,yes,1,0,no
56,retired,married,secondary,no,3948,no,no,1,3,no
52,services,single,secondary,no,1810,no,no,1,0,no
38,technician,married,secondary,no,994,no,no,1,0,no
37,services,married,primary,no,52,yes,no,1,0,no
37,blue-collar,married,primary,no,11,no,no,8,0,no
37,technician,married,secondary,yes,0,no,no,1,0,no
66,retired,married,primary,no,747,no,no,3,1,no
44,blue-collar,married,primary,no,2657,yes,no,2,0,no
61,retired,married,secondary,no,313,no,yes,1,0,no
34,admin.,married,secondary,no,61,no,yes,1,0,no
33,admin.,single,secondary,no,2557,yes,no,1,0,no
30,services,divorced,secondary,no,0,yes,no,1,0,no
27,services,divorced,secondary,no,10,yes,no,1,0,no
37,services,married,secondary,no,658,yes,no,1,0,no
38,blue-collar,married,primary,no,1679,yes,no,18,0,no
35,management,single,tertiary,no,0,no,yes,4,0,no
50,technician,married,secondary,no,841,yes,no,2,0,no
39,management,married,secondary,no,0,yes,no,3,0,no
35,management,married,secondary,no,1160,yes,no,3,0,no
36,admin.,divorced,secondary,no,-37,yes,no,1,0,no
28,services,single,secondary,no,94,yes,no,1,0,no
39,self-employed,married,tertiary,no,585,yes,no,1,3,no
39,self-employed,married,secondary,no,235,no,no,1,0,no
30,blue-collar,single,secondary,no,2145,yes,no,2,0,yes
32,services,married,secondary,no,1464,yes,no,1,0,no
28,technician,married,secondary,no,232,yes,yes,1,1,no
47,technician,married,primary,no,187,yes,no,1,0,no
53,management,married,tertiary,no,12,no,no,10,0,no
57,blue-collar,married,primary,no,318,yes,no,2,0,no
47,services,married,secondary,no,405,no,yes,2,0,yes
56,management,married,tertiary,no,334,yes,no,2,0,no
38,admin.,married,primary,no,0,yes,no,32,0,no
52,blue-collar,married,primary,no,2,no,no,3,0,no
46,technician,married,secondary,no,966,yes,yes,2,0,no
57,blue-collar,married,primary,yes,195,no,yes,4,0,no
42,blue-collar,divorced,unknown,no,0,no,no,2,0,no
57,unemployed,married,secondary,no,0,no,no,1,0,no
51,housemaid,married,secondary,no,260,no,no,5,0,no
53,self-employed,married,tertiary,no,451,yes,no,1,2,no
37,blue-collar,married,primary,no,3242,yes,no,1,0,no
47,self-employed,divorced,secondary,no,8515,yes,no,7,4,no
48,management,married,tertiary,no,1808,yes,no,1,0,yes
39,blue-collar,married,primary,no,20,yes,no,1,0,no
42,blue-collar,married,secondary,no,3068,yes,yes,2,0,no
36,management,married,tertiary,no,23,no,no,11,0,no
34,technician,single,secondary,no,1076,no,no,2,0,no
61,retired,married,primary,no,1060,yes,no,1,0,no
32,admin.,single,secondary,no,678,yes,no,1,4,yes
35,blue-collar,single,primary,no,1147,yes,yes,1,0,no
54,blue-collar,married,secondary,no,-630,no,no,1,0,no
31,management,married,tertiary,no,459,no,no,14,0,no
45,technician,divorced,secondary,no,976,yes,no,1,2,no
32,housemaid,married,tertiary,no,357,yes,no,2,0,no
52,unemployed,married,secondary,no,-9,no,no,1,0,no
36,admin.,single,secondary,no,1927,yes,no,1,1,no
31,services,married,secondary,no,500,yes,no,18,0,no
53,technician,married,secondary,no,9146,no,no,4,0,no
43,entrepreneur,married,secondary,no,59,no,no,2,0,no
47,housemaid,married,primary,no,0,no,no,2,0,no
46,blue-collar,married,primary,no,328,yes,no,8,0,no
34,management,divorced,secondary,no,291,no,no,2,0,no
55,technician,single,tertiary,no,-703,yes,no,3,0,no
23,admin.,single,secondary,no,589,yes,no,1,0,no
75,blue-collar,married,secondary,no,6053,no,no,2,1,no
58,admin.,married,secondary,no,1142,no,no,3,0,no
35,admin.,married,secondary,no,725,yes,no,7,1,no
27,management,married,tertiary,no,802,no,no,1,0,yes
24,technician,married,secondary,no,556,yes,no,2,0,yes
48,admin.,married,secondary,no,191,yes,no,3,0,no
31,technician,single,secondary,no,373,no,no,5,0,no
57,technician,married,secondary,no,6164,no,no,2,0,no
53,management,married,tertiary,no,37,no,no,9,0,no
42,blue-collar,married,primary,no,1156,yes,no,1,0,no
50,entrepreneur,married,secondary,no,806,yes,yes,8,2,no
59,admin.,married,secondary,no,2381,no,no,2,0,no
38,services,married,secondary,no,-314,yes,no,2,0,no
39,blue-collar,married,secondary,no,285,yes,yes,1,0,no
28,blue-collar,single,primary,no,1199,yes,no,20,0,no
55,management,divorced,tertiary,no,481,yes,no,2,3,no
33,technician,single,tertiary,no,137,no,no,4,0,no
36,blue-collar,single,secondary,no,168,yes,no,1,0,no
38,admin.,divorced,secondary,no,156,yes,no,3,0,no
28,admin.,single,secondary,no,4745,no,no,1,5,yes
32,management,single,tertiary,no,11797,yes,no,2,0,no
35,admin.,married,secondary,no,786,no,yes,1,0,no
58,technician,married,primary,no,4015,no,no,3,0,no
30,services,married,secondary,no,0,yes,no,1,0,no
33,blue-collar,married,secondary,no,331,yes,no,7,5,no
36,blue-collar,married,secondary,no,1554,yes,no,4,0,no
32,services,married,secondary,no,132,yes,yes,2,0,no
34,management,single,tertiary,no,5086,no,no,4,0,yes
42,admin.,married,secondary,no,529,yes,yes,3,0,no
41,management,married,tertiary,no,4824,no,yes,7,0,no
63,retired,married,secondary,no,474,no,no,1,0,yes
38,admin.,divorced,tertiary,no,86,yes,no,1,0,no
54,blue-collar,married,primary,no,2281,yes,no,1,0,no
39,services,married,secondary,no,186,yes,no,1,0,no
46,blue-collar,married,secondary,no,137,no,no,3,0,no
37,technician,married,tertiary,no,6968,no,no,1,0,no
76,retired,divorced,primary,no,86,no,no,1,0,no
28,management,single,unknown,no,81,no,yes,1,0,no
33,services,married,primary,no,6904,no,no,2,0,no
46,self-employed,married,tertiary,no,137,yes,yes,1,0,no
30,student,single,secondary,no,25,no,no,1,0,no
60,management,married,tertiary,no,759,no,no,2,0,no
56,housemaid,married,tertiary,no,1922,yes,no,2,0,no
24,student,single,unknown,no,3298,yes,no,1,0,no
58,retired,married,secondary,no,764,no,no,4,0,no
79,retired,married,primary,no,8556,no,no,2,2,yes
32,blue-collar,married,secondary,no,3514,yes,no,2,0,no
33,services,married,primary,no,0,yes,no,2,0,no
77,retired,married,primary,no,680,no,no,4,3,no
60,housemaid,married,primary,no,0,no,yes,1,0,no
54,management,married,tertiary,no,2819,no,no,3,0,no
30,blue-collar,married,primary,no,-518,yes,yes,6,0,no
50,services,married,secondary,no,60,no,yes,8,0,no
50,management,married,secondary,no,732,no,no,7,0,no
37,technician,married,secondary,no,2707,yes,no,1,0,no
41,technician,married,tertiary,no,177,yes,no,2,0,no
49,admin.,married,secondary,no,13229,no,yes,2,0,no
41,blue-collar,married,primary,no,-204,yes,yes,1,0,no
40,technician,married,secondary,no,990,yes,no,3,0,no
38,blue-collar,married,secondary,no,648,yes,no,1,0,no
34,technician,married,secondary,no,50,no,no,3,0,no
49,entrepreneur,married,secondary,no,1916,no,yes,3,0,no
72,retired,married,primary,no,763,no,no,2,0,yes
34,blue-collar,married,secondary,no,470,yes,yes,1,0,no
31,technician,married,secondary,no,0,no,yes,4,0,no
33,blue-collar,single,secondary,no,5739,yes,yes,1,0,no
31,management,married,tertiary,no,0,no,no,1,0,no
55,management,married,tertiary,no,-375,no,no,2,0,yes
25,unemployed,married,secondary,no,157,yes,no,31,0,no
34,management,married,tertiary,no,1518,yes,no,2,0,no
53,management,married,tertiary,no,1343,no,no,4,0,no
39,management,single,tertiary,yes,-401,yes,no,4,0,no
41,management,married,primary,no,5310,yes,no,1,0,yes
32,blue-collar,single,secondary,no,2285,yes,no,2,0,no
29,admin.,married,secondary,no,22171,yes,no,1,3,no
56,management,married,tertiary,no,856,yes,yes,4,7,no
19,student,single,unknown,no,1169,no,no,18,0,no
39,management,single,tertiary,no,3797,no,no,2,0,no
32,blue-collar,single,secondary,no,53,yes,no,1,1,no
43,blue-collar,married,primary,no,2519,yes,no,2,9,no
32,entrepreneur,married,primary,no,795,no,no,3,0,no
53,admin.,divorced,secondary,no,0,yes,yes,2,0,no
52,blue-collar,married,secondary,no,2087,yes,no,1,1,yes
43,technician,single,secondary,no,34,no,no,1,0,no
48,technician,married,secondary,no,5,no,no,6,0,no
27,technician,single,secondary,no,15,yes,no,3,0,no
27,management,single,tertiary,no,390,no,no,1,1,no
51,management,married,unknown,no,712,no,no,2,0,no
39,admin.,single,tertiary,no,2600,yes,no,1,0,no
33,blue-collar,married,secondary,no,-241,yes,yes,1,0,no
50,blue-collar,divorced,primary,no,1545,yes,no,1,0,no
59,retired,divorced,secondary,no,1026,no,no,1,0,yes
58,housemaid,married,primary,no,435,yes,no,6,0,no
54,technician,married,tertiary,no,876,no,no,3,3,yes
